project_id,title,region,sector_focus,funding_target,organisation_type,popularity
PRJ1002,Optimized global strategy,West Africa,Entrepreneurship,50876,NGO,1
PRJ1003,User-centric logistical functionalities,North Africa,Infrastructure,17011,NGO,2
PRJ1004,Profit-focused directional groupware,North Africa,Health,72036,CBO,2
PRJ1005,Face-to-face high-level secured line,North Africa,Entrepreneurship,70252,NGO,2
PRJ1006,Automated dedicated contingency,East Africa,Education,54955,NGO,2
PRJ1007,Multi-channeled 4thgeneration installation,West Africa,Health,69407,NGO,2
PRJ1008,Programmable bi-directional workforce,East Africa,Infrastructure,18077,Social Enterprise,4
PRJ1009,Switchable responsive workforce,East Africa,Entrepreneurship,93836,CBO,1
PRJ1010,Reduced methodical service-desk,West Africa,Infrastructure,92322,Faith-Based Org,1
PRJ1011,Business-focused actuating synergy,Southern Africa,Entrepreneurship,38852,Faith-Based Org,1
PRJ1012,Multi-tiered holistic task-force,North Africa,Education,47508,Faith-Based Org,2
PRJ1013,Adaptive attitude-oriented workforce,Southern Africa,Education,24024,CBO,1
PRJ1014,Realigned dedicated benchmark,East Africa,Education,23564,CBO,1
PRJ1015,Synergized well-modulated open architecture,West Africa,Health,84616,Social Enterprise,3
PRJ1016,Up-sized 3rdgeneration superstructure,Southern Africa,Education,50364,CBO,2
PRJ1017,Pre-emptive background throughput,East Africa,Education,51365,Faith-Based Org,1
PRJ1018,Synchronized mobile implementation,West Africa,Infrastructure,28991,Social Enterprise,1
PRJ1019,Stand-alone motivating synergy,East Africa,Agriculture,90994,NGO,3
PRJ1020,Horizontal multi-tasking monitoring,North Africa,Education,88287,Faith-Based Org,0
PRJ1021,Balanced analyzing standardization,East Africa,Health,89902,NGO,2
PRJ1022,Focused optimal middleware,West Africa,Agriculture,57011,Faith-Based Org,3
PRJ1023,Total actuating approach,Southern Africa,Health,35974,NGO,0
PRJ1024,User-centric dynamic forecast,North Africa,Agriculture,35030,Social Enterprise,3
PRJ1025,Synergistic upward-trending time-frame,West Africa,Entrepreneurship,47461,CBO,2
PRJ1026,Re-contextualized clear-thinking access,West Africa,Health,33803,Faith-Based Org,3
PRJ1027,Mandatory system-worthy standardization,East Africa,Infrastructure,91651,NGO,2
PRJ1028,Decentralized encompassing database,Southern Africa,Infrastructure,35046,Faith-Based Org,2
PRJ1029,Persevering bottom-line website,Southern Africa,Infrastructure,13291,Social Enterprise,3
PRJ1030,Enhanced secondary complexity,Southern Africa,Infrastructure,10902,Social Enterprise,2
PRJ1031,Robust asymmetric workforce,Southern Africa,Agriculture,79537,NGO,3
PRJ1032,Down-sized hybrid capability,East Africa,Health,53272,NGO,2
PRJ1033,Upgradable secondary Graphical User Interface,North Africa,Agriculture,14439,NGO,0
PRJ1034,Organized asymmetric interface,Southern Africa,Agriculture,61133,Social Enterprise,1
PRJ1035,Universal motivating middleware,West Africa,Entrepreneurship,92887,NGO,3
PRJ1036,Intuitive object-oriented collaboration,North Africa,Entrepreneurship,32724,Social Enterprise,2
PRJ1037,Programmable multimedia access,North Africa,Entrepreneurship,70097,Social Enterprise,3
PRJ1038,Enhanced hybrid concept,East Africa,Health,67542,NGO,1
PRJ1039,Total context-sensitive groupware,East Africa,Health,38242,CBO,2
PRJ1040,Automated value-added interface,North Africa,Education,92380,NGO,0
PRJ1041,Devolved bi-directional artificial intelligence,West Africa,Entrepreneurship,90462,Faith-Based Org,1
PRJ1042,Enterprise-wide client-server protocol,West Africa,Education,91721,NGO,1
PRJ1043,Compatible logistical flexibility,East Africa,Agriculture,14606,CBO,0
PRJ1044,Versatile client-server secured line,East Africa,Infrastructure,86304,Faith-Based Org,4
PRJ1045,Open-source web-enabled matrix,North Africa,Entrepreneurship,79256,Faith-Based Org,6
PRJ1046,Business-focused executive product,North Africa,Health,79238,Faith-Based Org,4
PRJ1047,Fundamental explicit installation,East Africa,Health,26623,Faith-Based Org,3
PRJ1048,Optimized client-driven contingency,North Africa,Infrastructure,35320,NGO,1
PRJ1049,Team-oriented bandwidth-monitored open system,East Africa,Education,62389,Faith-Based Org,4
PRJ1050,Right-sized well-modulated product,West Africa,Infrastructure,49448,Faith-Based Org,2
PRJ1051,Focused holistic architecture,North Africa,Agriculture,36094,CBO,3
PRJ1052,Phased 24hour frame,Southern Africa,Education,20111,NGO,2
PRJ1053,Universal regional secured line,North Africa,Agriculture,45470,CBO,0
PRJ1054,Mandatory motivating encoding,West Africa,Entrepreneurship,93095,Social Enterprise,2
PRJ1055,Versatile global throughput,East Africa,Education,21343,CBO,2
PRJ1056,Compatible homogeneous circuit,West Africa,Education,20866,NGO,3
PRJ1057,Universal tertiary protocol,Southern Africa,Health,50757,Faith-Based Org,1
PRJ1058,Exclusive maximized adapter,North Africa,Agriculture,42065,Faith-Based Org,0
PRJ1059,Extended client-driven monitoring,Southern Africa,Infrastructure,5902,NGO,1
PRJ1060,Fundamental didactic synergy,West Africa,Education,60163,Faith-Based Org,3
PRJ1061,User-friendly coherent toolset,North Africa,Agriculture,45525,Faith-Based Org,1
PRJ1062,Cross-group optimizing approach,North Africa,Infrastructure,44025,Faith-Based Org,1
PRJ1063,Persistent context-sensitive firmware,North Africa,Agriculture,16668,Faith-Based Org,2
PRJ1064,Stand-alone dedicated system engine,East Africa,Infrastructure,50555,Faith-Based Org,5
PRJ1065,Team-oriented homogeneous data-warehouse,West Africa,Agriculture,48335,NGO,4
PRJ1066,Open-architected intangible model,West Africa,Infrastructure,37016,Social Enterprise,2
PRJ1067,Up-sized 24/7 function,Southern Africa,Education,66637,CBO,2
PRJ1068,Organized eco-centric help-desk,West Africa,Entrepreneurship,55609,Social Enterprise,5
PRJ1069,Synergized well-modulated process improvement,North Africa,Entrepreneurship,29441,Faith-Based Org,1
PRJ1070,Phased optimizing architecture,North Africa,Health,19406,Social Enterprise,2
PRJ1071,Proactive hybrid knowledgebase,East Africa,Entrepreneurship,96218,Faith-Based Org,1
PRJ1072,Enhanced mobile middleware,East Africa,Agriculture,31986,NGO,3
PRJ1073,Public-key global hub,Southern Africa,Entrepreneurship,66073,NGO,0
PRJ1074,Mandatory upward-trending emulation,East Africa,Agriculture,50844,NGO,0
PRJ1075,Right-sized user-facing archive,East Africa,Entrepreneurship,26115,Faith-Based Org,2
PRJ1076,Business-focused optimal encoding,North Africa,Education,60910,Social Enterprise,1
PRJ1077,Secured zero-defect definition,East Africa,Health,46158,Social Enterprise,1
PRJ1078,Synergistic non-volatile superstructure,Southern Africa,Entrepreneurship,56573,Social Enterprise,2
PRJ1079,Distributed bi-directional moratorium,Southern Africa,Infrastructure,91174,Faith-Based Org,1
PRJ1080,Triple-buffered tertiary core,East Africa,Agriculture,48307,Social Enterprise,2
PRJ1081,Customer-focused uniform Graphic Interface,Southern Africa,Education,45290,Social Enterprise,2
PRJ1082,Synergistic object-oriented Graphic Interface,West Africa,Agriculture,85214,NGO,3
PRJ1083,Organic disintermediate circuit,North Africa,Entrepreneurship,84099,CBO,3
PRJ1084,Monitored static help-desk,East Africa,Agriculture,41148,Faith-Based Org,1
PRJ1085,Switchable 24hour artificial intelligence,Southern Africa,Education,80355,Social Enterprise,1
PRJ1086,Persistent object-oriented function,North Africa,Agriculture,7251,CBO,1
PRJ1087,Extended optimizing migration,East Africa,Education,11257,Social Enterprise,2
PRJ1088,Self-enabling optimal parallelism,North Africa,Education,84356,Faith-Based Org,2
PRJ1089,Configurable optimal Graphic Interface,East Africa,Entrepreneurship,92688,Social Enterprise,1
PRJ1090,Synchronized maximized circuit,West Africa,Education,25669,NGO,1
PRJ1091,Inverse bottom-line info-mediaries,West Africa,Entrepreneurship,63398,CBO,3
PRJ1092,Enterprise-wide contextually-based installation,West Africa,Education,20092,Faith-Based Org,1
PRJ1093,Grass-roots holistic throughput,West Africa,Infrastructure,47837,Social Enterprise,5
PRJ1094,Grass-roots responsive middleware,Southern Africa,Education,42626,Faith-Based Org,2
PRJ1095,Operative composite Graphic Interface,Southern Africa,Agriculture,66946,CBO,3
PRJ1096,Polarized non-volatile superstructure,East Africa,Health,37038,NGO,0
PRJ1097,Visionary encompassing Internet solution,West Africa,Agriculture,41456,Faith-Based Org,3
PRJ1098,Enterprise-wide incremental attitude,Southern Africa,Infrastructure,13400,CBO,0
PRJ1099,Synergized neutral contingency,East Africa,Entrepreneurship,12157,NGO,4
PRJ1100,Integrated hybrid projection,East Africa,Agriculture,18977,CBO,1
PRJ1101,Self-enabling client-driven service-desk,West Africa,Education,65485,Social Enterprise,2
PRJ1102,Reduced bandwidth-monitored middleware,North Africa,Agriculture,74306,Faith-Based Org,3
PRJ1103,Cross-group well-modulated pricing structure,East Africa,Agriculture,81329,Social Enterprise,1
PRJ1104,Virtual logistical superstructure,North Africa,Health,77794,Faith-Based Org,0
PRJ1105,Reverse-engineered national help-desk,West Africa,Entrepreneurship,84886,CBO,2
PRJ1106,Secured intangible interface,West Africa,Agriculture,97512,Social Enterprise,2
PRJ1107,Horizontal heuristic projection,Southern Africa,Education,38996,Social Enterprise,2
PRJ1108,Multi-channeled full-range service-desk,North Africa,Infrastructure,34004,NGO,0
PRJ1109,Polarized full-range approach,West Africa,Education,76046,Social Enterprise,3
PRJ1110,Persevering composite capability,West Africa,Education,43879,CBO,5
PRJ1111,Open-source background definition,East Africa,Infrastructure,25653,CBO,1
PRJ1112,Stand-alone encompassing access,West Africa,Education,30546,Social Enterprise,2
PRJ1113,Optimized maximized installation,North Africa,Agriculture,29000,Social Enterprise,2
PRJ1114,Realigned modular methodology,North Africa,Education,90986,NGO,6
PRJ1115,Right-sized leadingedge parallelism,West Africa,Agriculture,35407,Faith-Based Org,1
PRJ1116,Balanced discrete emulation,North Africa,Entrepreneurship,95852,Faith-Based Org,2
PRJ1117,Down-sized intangible migration,West Africa,Health,77373,Social Enterprise,1
PRJ1118,Customer-focused leadingedge intranet,East Africa,Entrepreneurship,41776,Faith-Based Org,1
PRJ1119,Mandatory multimedia encoding,West Africa,Education,90697,NGO,2
PRJ1120,Diverse empowering data-warehouse,North Africa,Infrastructure,42492,NGO,0
PRJ1121,Decentralized composite process improvement,North Africa,Agriculture,29683,NGO,4
PRJ1122,Polarized even-keeled neural-net,Southern Africa,Education,46751,NGO,2
PRJ1123,Organized leadingedge implementation,East Africa,Education,75328,Social Enterprise,3
PRJ1124,Upgradable systemic hierarchy,West Africa,Education,26231,Social Enterprise,1
PRJ1125,User-friendly transitional Graphical User Interface,North Africa,Infrastructure,49346,CBO,1
PRJ1126,Cross-platform 4thgeneration frame,North Africa,Agriculture,25903,CBO,3
PRJ1127,Expanded logistical concept,East Africa,Education,73198,CBO,2
PRJ1128,Phased didactic toolset,East Africa,Health,22864,NGO,2
PRJ1129,Front-line 24/7 utilization,East Africa,Agriculture,57595,NGO,0
PRJ1130,Fully-configurable bifurcated ability,East Africa,Education,6305,CBO,1
PRJ1131,Up-sized multi-state solution,West Africa,Education,30856,Social Enterprise,2
PRJ1132,Synergized eco-centric migration,North Africa,Infrastructure,62799,NGO,0
PRJ1133,Mandatory demand-driven analyzer,West Africa,Infrastructure,64807,Social Enterprise,4
PRJ1134,Object-based eco-centric standardization,West Africa,Infrastructure,60950,CBO,5
PRJ1135,Organic uniform methodology,North Africa,Entrepreneurship,84948,Social Enterprise,0
PRJ1136,Multi-channeled systemic methodology,Southern Africa,Education,12427,CBO,0
PRJ1137,Innovative well-modulated Local Area Network,Southern Africa,Agriculture,32604,NGO,6
PRJ1138,Automated demand-driven challenge,West Africa,Education,35255,Social Enterprise,0
PRJ1139,Reduced national migration,North Africa,Education,35800,NGO,1
PRJ1140,Reverse-engineered leadingedge interface,East Africa,Agriculture,98944,CBO,0
PRJ1141,Intuitive value-added info-mediaries,West Africa,Education,75802,Social Enterprise,3
PRJ1142,Innovative bifurcated hierarchy,North Africa,Health,81221,NGO,2
PRJ1143,Organic attitude-oriented application,West Africa,Infrastructure,99070,CBO,3
PRJ1144,Enterprise-wide solution-oriented capacity,East Africa,Education,43361,NGO,5
PRJ1145,Seamless executive budgetary management,Southern Africa,Health,62586,Faith-Based Org,5
PRJ1146,Cloned full-range database,Southern Africa,Entrepreneurship,65629,NGO,2
PRJ1147,Compatible grid-enabled function,North Africa,Infrastructure,47089,Social Enterprise,3
PRJ1148,Optional 3rdgeneration functionalities,North Africa,Health,86565,CBO,6
PRJ1149,Synergistic clear-thinking data-warehouse,Southern Africa,Health,55635,Social Enterprise,3
PRJ1150,Synchronized secondary artificial intelligence,East Africa,Entrepreneurship,62764,CBO,2
PRJ1151,Enterprise-wide logistical contingency,North Africa,Education,49496,NGO,3
PRJ1152,Cloned value-added migration,East Africa,Education,46504,NGO,1
PRJ1153,Re-contextualized incremental Internet solution,Southern Africa,Infrastructure,56668,Social Enterprise,1
PRJ1154,Realigned disintermediate help-desk,Southern Africa,Entrepreneurship,99988,CBO,4
PRJ1155,Operative logistical complexity,East Africa,Infrastructure,37650,CBO,0
PRJ1156,Universal tertiary orchestration,North Africa,Entrepreneurship,15001,CBO,6
PRJ1157,Versatile grid-enabled Graphic Interface,West Africa,Education,16080,NGO,2
PRJ1158,Self-enabling dedicated budgetary management,West Africa,Health,74588,Faith-Based Org,3
PRJ1159,Triple-buffered context-sensitive framework,West Africa,Education,96342,Social Enterprise,2
PRJ1160,Fundamental empowering policy,North Africa,Entrepreneurship,11553,NGO,0
PRJ1161,Expanded maximized software,North Africa,Health,68534,Social Enterprise,1
PRJ1162,Quality-focused client-server infrastructure,West Africa,Education,83415,CBO,4
PRJ1163,Business-focused regional process improvement,Southern Africa,Health,82038,Social Enterprise,3
PRJ1164,Compatible object-oriented interface,Southern Africa,Education,83404,Social Enterprise,3
PRJ1165,Diverse user-facing orchestration,West Africa,Infrastructure,18372,CBO,5
PRJ1166,Virtual human-resource projection,East Africa,Education,69517,Faith-Based Org,1
PRJ1167,Seamless transitional contingency,Southern Africa,Education,33876,Faith-Based Org,4
PRJ1168,Up-sized systematic pricing structure,East Africa,Education,7813,Social Enterprise,1
PRJ1169,Exclusive full-range Graphic Interface,Southern Africa,Education,23919,NGO,1
PRJ1170,Automated disintermediate knowledge user,North Africa,Education,54398,Social Enterprise,1
PRJ1171,Programmable zero administration emulation,Southern Africa,Entrepreneurship,89678,Faith-Based Org,0
PRJ1172,Secured stable protocol,East Africa,Education,5197,CBO,1
PRJ1173,Organized uniform algorithm,East Africa,Agriculture,43591,Social Enterprise,4
PRJ1174,Devolved exuding paradigm,North Africa,Health,44941,Faith-Based Org,2
PRJ1175,Secured encompassing core,Southern Africa,Health,40515,Faith-Based Org,1
PRJ1176,Visionary scalable frame,West Africa,Education,6353,Social Enterprise,1
PRJ1177,Adaptive analyzing synergy,North Africa,Entrepreneurship,94699,Social Enterprise,1
PRJ1178,Triple-buffered context-sensitive alliance,West Africa,Entrepreneurship,46054,CBO,2
PRJ1179,Configurable multimedia artificial intelligence,North Africa,Infrastructure,38735,CBO,2
PRJ1180,Enterprise-wide uniform process improvement,North Africa,Infrastructure,88186,CBO,0
PRJ1181,Balanced directional orchestration,East Africa,Entrepreneurship,46488,Faith-Based Org,2
PRJ1182,Triple-buffered methodical hardware,East Africa,Agriculture,29246,Faith-Based Org,1
PRJ1183,Focused discrete emulation,North Africa,Infrastructure,46799,CBO,2
PRJ1184,Reactive solution-oriented conglomeration,East Africa,Agriculture,79349,CBO,2
PRJ1185,Profit-focused secondary encoding,West Africa,Infrastructure,15558,Faith-Based Org,0
PRJ1186,Inverse clear-thinking structure,Southern Africa,Entrepreneurship,15972,CBO,2
PRJ1187,Extended bi-directional throughput,East Africa,Health,90736,Social Enterprise,0
PRJ1188,Total 3rdgeneration hierarchy,East Africa,Education,82663,Social Enterprise,3
PRJ1189,Phased multi-state access,West Africa,Health,47281,Faith-Based Org,4
PRJ1190,Optional stable encryption,East Africa,Health,24875,Social Enterprise,4
PRJ1191,Fundamental intermediate definition,Southern Africa,Entrepreneurship,57720,CBO,3
PRJ1192,Managed regional focus group,North Africa,Education,65722,CBO,3
PRJ1193,Configurable local Internet solution,North Africa,Education,86582,Social Enterprise,2
PRJ1194,Reactive 6thgeneration access,East Africa,Health,61552,Faith-Based Org,0
PRJ1195,Organized 3rdgeneration website,West Africa,Agriculture,91932,Social Enterprise,2
PRJ1196,Reverse-engineered intermediate ability,West Africa,Entrepreneurship,49517,NGO,3
PRJ1197,Seamless even-keeled definition,East Africa,Education,99876,NGO,1
PRJ1198,Multi-channeled systemic emulation,East Africa,Entrepreneurship,10301,NGO,2
PRJ1199,Exclusive analyzing moratorium,Southern Africa,Entrepreneurship,75049,CBO,1
PRJ1200,Centralized even-keeled migration,East Africa,Health,89196,NGO,1
PRJ1201,User-friendly web-enabled algorithm,East Africa,Education,17368,CBO,2
PRJ1202,Public-key solution-oriented customer loyalty,West Africa,Agriculture,43806,NGO,3
PRJ1203,Visionary grid-enabled customer loyalty,Southern Africa,Entrepreneurship,25139,Faith-Based Org,2
PRJ1204,Ergonomic asynchronous collaboration,North Africa,Entrepreneurship,70470,Faith-Based Org,0
PRJ1205,Organic transitional support,Southern Africa,Health,18629,NGO,3
PRJ1206,Optimized client-driven parallelism,Southern Africa,Agriculture,77911,NGO,2
PRJ1207,Enterprise-wide composite adapter,North Africa,Agriculture,45054,CBO,2
PRJ1208,Future-proofed heuristic contingency,West Africa,Health,55890,CBO,0
PRJ1209,Focused logistical project,North Africa,Infrastructure,88660,Faith-Based Org,4
PRJ1210,Multi-lateral empowering archive,East Africa,Agriculture,73259,Social Enterprise,2
PRJ1211,Total needs-based application,North Africa,Infrastructure,41932,Faith-Based Org,2
PRJ1212,Grass-roots heuristic success,Southern Africa,Health,83091,Faith-Based Org,1
PRJ1213,Multi-channeled homogeneous algorithm,East Africa,Education,43822,CBO,2
PRJ1214,Reactive scalable hardware,West Africa,Entrepreneurship,23469,Faith-Based Org,2
PRJ1215,Vision-oriented system-worthy parallelism,East Africa,Education,14843,CBO,2
PRJ1216,Upgradable stable moderator,East Africa,Health,45060,NGO,4
PRJ1217,Balanced multimedia functionalities,West Africa,Agriculture,26377,Social Enterprise,0
PRJ1218,Profit-focused attitude-oriented system engine,East Africa,Health,41884,Faith-Based Org,1
PRJ1219,Multi-tiered discrete concept,West Africa,Health,66742,Faith-Based Org,4
PRJ1220,Cross-group fault-tolerant instruction set,East Africa,Infrastructure,82087,Social Enterprise,0
PRJ1221,Pre-emptive intangible utilization,West Africa,Education,72330,CBO,0
PRJ1222,Monitored zero administration hardware,West Africa,Entrepreneurship,7608,NGO,3
PRJ1223,Customizable transitional toolset,East Africa,Infrastructure,60344,Faith-Based Org,0
PRJ1224,Up-sized impactful infrastructure,West Africa,Education,97567,NGO,1
PRJ1225,Advanced hybrid service-desk,West Africa,Health,50591,CBO,0
PRJ1226,Profound 24hour model,East Africa,Entrepreneurship,49126,CBO,1
PRJ1227,Ameliorated modular Graphic Interface,North Africa,Education,17630,NGO,2
PRJ1228,Multi-tiered executive installation,Southern Africa,Health,47813,CBO,2
PRJ1229,De-engineered 3rdgeneration knowledgebase,Southern Africa,Education,74397,CBO,1
PRJ1230,Fully-configurable upward-trending Local Area Network,West Africa,Agriculture,77502,CBO,2
PRJ1231,Open-architected fresh-thinking flexibility,North Africa,Entrepreneurship,27402,NGO,3
PRJ1232,Persevering tangible framework,West Africa,Infrastructure,57180,Faith-Based Org,0
PRJ1233,Decentralized object-oriented forecast,East Africa,Infrastructure,62166,CBO,3
PRJ1234,Advanced zero tolerance task-force,East Africa,Education,77851,CBO,1
PRJ1235,User-friendly 4thgeneration workforce,North Africa,Education,33113,Faith-Based Org,4
PRJ1236,Integrated 4thgeneration project,North Africa,Health,71277,Social Enterprise,5
PRJ1237,Vision-oriented fresh-thinking frame,West Africa,Entrepreneurship,57755,CBO,1
PRJ1238,Innovative intermediate leverage,North Africa,Infrastructure,18730,CBO,1
PRJ1239,Open-architected client-driven standardization,North Africa,Entrepreneurship,44938,NGO,4
PRJ1240,Assimilated transitional groupware,West Africa,Health,29886,CBO,1
PRJ1241,Sharable intangible data-warehouse,East Africa,Education,34571,CBO,1
PRJ1242,Integrated scalable task-force,West Africa,Entrepreneurship,71597,CBO,3
PRJ1243,Decentralized heuristic throughput,Southern Africa,Education,65435,NGO,2
PRJ1244,Realigned exuding forecast,North Africa,Agriculture,97831,NGO,0
PRJ1245,Cloned content-based database,North Africa,Infrastructure,69619,Faith-Based Org,1
PRJ1246,Profit-focused homogeneous policy,West Africa,Health,60376,Social Enterprise,2
PRJ1247,Organized bi-directional matrix,East Africa,Health,88205,NGO,1
PRJ1248,Secured needs-based knowledge user,Southern Africa,Education,14838,CBO,4
PRJ1249,Profit-focused zero tolerance strategy,North Africa,Entrepreneurship,63273,Faith-Based Org,3
PRJ1250,Down-sized background middleware,West Africa,Infrastructure,70951,NGO,0
PRJ1251,Face-to-face object-oriented functionalities,Southern Africa,Entrepreneurship,59919,CBO,2
PRJ1252,Robust system-worthy synergy,Southern Africa,Agriculture,91604,Faith-Based Org,4
PRJ1253,Reduced system-worthy core,East Africa,Health,98872,CBO,2
PRJ1254,Fundamental web-enabled middleware,North Africa,Infrastructure,53318,Faith-Based Org,1
PRJ1255,Intuitive 24/7 encoding,North Africa,Education,85168,Social Enterprise,2
PRJ1256,Decentralized heuristic instruction set,West Africa,Education,47424,Faith-Based Org,2
PRJ1257,Decentralized logistical orchestration,East Africa,Agriculture,85837,CBO,2
PRJ1258,Phased optimal encoding,Southern Africa,Agriculture,34296,Social Enterprise,1
PRJ1259,Realigned 5thgeneration encryption,North Africa,Health,63240,Social Enterprise,0
PRJ1260,Grass-roots intangible parallelism,East Africa,Entrepreneurship,84669,NGO,3
PRJ1261,Vision-oriented 24/7 algorithm,North Africa,Agriculture,87234,Faith-Based Org,6
PRJ1262,Assimilated disintermediate portal,East Africa,Entrepreneurship,59002,Faith-Based Org,1
PRJ1263,Multi-lateral multi-tasking paradigm,Southern Africa,Health,62392,Faith-Based Org,2
PRJ1264,Face-to-face zero administration process improvement,North Africa,Health,78719,NGO,2
PRJ1265,Public-key zero administration success,North Africa,Agriculture,94915,Faith-Based Org,2
PRJ1266,Decentralized regional artificial intelligence,Southern Africa,Entrepreneurship,51129,Social Enterprise,2
PRJ1267,Exclusive asynchronous product,North Africa,Agriculture,14865,CBO,2
PRJ1268,Stand-alone 24/7 infrastructure,Southern Africa,Health,58864,Faith-Based Org,1
PRJ1269,User-centric intangible hub,East Africa,Agriculture,65074,Social Enterprise,4
PRJ1270,Monitored bottom-line software,East Africa,Infrastructure,81221,NGO,3
PRJ1271,Phased web-enabled infrastructure,North Africa,Agriculture,81582,NGO,0
PRJ1272,Digitized background hub,Southern Africa,Agriculture,46423,NGO,2
PRJ1273,Synchronized zero-defect emulation,East Africa,Entrepreneurship,56707,NGO,2
PRJ1274,Re-engineered bottom-line standardization,Southern Africa,Education,20501,NGO,3
PRJ1275,Ergonomic bifurcated task-force,East Africa,Infrastructure,23289,Faith-Based Org,1
PRJ1276,Synchronized 6thgeneration website,West Africa,Infrastructure,57456,Social Enterprise,2
PRJ1277,De-engineered encompassing open system,West Africa,Health,76350,CBO,0
PRJ1278,Right-sized global firmware,Southern Africa,Entrepreneurship,38117,Social Enterprise,3
PRJ1279,Phased scalable policy,West Africa,Education,5071,CBO,3
PRJ1280,Decentralized web-enabled info-mediaries,West Africa,Agriculture,68237,Social Enterprise,2
PRJ1281,Reduced disintermediate product,East Africa,Entrepreneurship,82988,Faith-Based Org,0
PRJ1282,Vision-oriented zero tolerance firmware,Southern Africa,Health,77526,Social Enterprise,3
PRJ1283,Sharable motivating throughput,North Africa,Education,6909,CBO,2
PRJ1284,Progressive systemic projection,North Africa,Agriculture,6667,NGO,4
PRJ1285,Networked solution-oriented throughput,West Africa,Education,11019,Social Enterprise,1
PRJ1286,Function-based systematic model,North Africa,Infrastructure,18346,Social Enterprise,3
PRJ1287,Optimized bottom-line benchmark,East Africa,Health,51849,Faith-Based Org,2
PRJ1288,Right-sized global strategy,Southern Africa,Health,78132,Social Enterprise,4
PRJ1289,Right-sized eco-centric success,East Africa,Infrastructure,75957,Social Enterprise,0
PRJ1290,Seamless content-based process improvement,North Africa,Infrastructure,79643,NGO,2
PRJ1291,Inverse directional moderator,North Africa,Health,90672,NGO,1
PRJ1292,Business-focused needs-based capability,North Africa,Education,59322,NGO,1
PRJ1293,Intuitive cohesive framework,West Africa,Health,87709,CBO,1
PRJ1294,Vision-oriented heuristic projection,North Africa,Agriculture,95168,NGO,0
PRJ1295,Assimilated maximized initiative,West Africa,Education,40570,Social Enterprise,1
PRJ1296,Progressive needs-based neural-net,Southern Africa,Agriculture,22239,NGO,2
PRJ1297,Ergonomic bottom-line protocol,North Africa,Infrastructure,40947,Social Enterprise,3
PRJ1298,Implemented bottom-line array,North Africa,Entrepreneurship,57542,Social Enterprise,5
PRJ1299,Focused methodical projection,East Africa,Agriculture,10061,Faith-Based Org,3
PRJ1300,Function-based 24hour secured line,East Africa,Education,20313,Social Enterprise,2
PRJ1301,Networked heuristic adapter,Southern Africa,Entrepreneurship,83296,Faith-Based Org,4
PRJ1302,Extended holistic secured line,North Africa,Education,46343,Faith-Based Org,3
PRJ1303,Compatible secondary support,East Africa,Education,28697,NGO,2
PRJ1304,Down-sized disintermediate data-warehouse,West Africa,Agriculture,35921,CBO,1
PRJ1305,Quality-focused exuding data-warehouse,Southern Africa,Infrastructure,8853,Social Enterprise,1
PRJ1306,Customizable uniform focus group,North Africa,Agriculture,67967,Faith-Based Org,4
PRJ1307,Cloned client-server projection,Southern Africa,Entrepreneurship,42823,Social Enterprise,5
PRJ1308,Advanced asymmetric archive,Southern Africa,Entrepreneurship,34207,Faith-Based Org,1
PRJ1309,Sharable full-range product,Southern Africa,Education,17633,CBO,3
PRJ1310,Cross-group well-modulated approach,East Africa,Agriculture,5800,Faith-Based Org,2
PRJ1311,Focused user-facing encoding,West Africa,Education,42679,Social Enterprise,1
PRJ1312,Upgradable web-enabled customer loyalty,Southern Africa,Education,18320,CBO,2
PRJ1313,Organic stable budgetary management,West Africa,Health,37654,Faith-Based Org,1
PRJ1314,Object-based homogeneous alliance,East Africa,Education,16980,NGO,2
PRJ1315,Assimilated demand-driven alliance,North Africa,Education,88898,CBO,1
PRJ1316,Team-oriented optimizing synergy,North Africa,Infrastructure,25585,Faith-Based Org,0
PRJ1317,Fundamental upward-trending project,Southern Africa,Entrepreneurship,89218,CBO,2
PRJ1318,Object-based hybrid functionalities,Southern Africa,Entrepreneurship,47072,Social Enterprise,1
PRJ1319,Total foreground intranet,Southern Africa,Education,28716,Social Enterprise,2
PRJ1320,Networked incremental forecast,East Africa,Agriculture,23342,Social Enterprise,3
PRJ1321,Implemented demand-driven hardware,West Africa,Infrastructure,20159,Social Enterprise,0
PRJ1322,Proactive 24/7 array,North Africa,Agriculture,85602,NGO,0
PRJ1323,Synergistic client-server strategy,North Africa,Health,12174,Social Enterprise,2
PRJ1324,Switchable 4thgeneration task-force,West Africa,Entrepreneurship,88457,NGO,1
PRJ1325,Pre-emptive 3rdgeneration Internet solution,Southern Africa,Agriculture,83549,NGO,2
PRJ1326,Ameliorated contextually-based benchmark,Southern Africa,Infrastructure,64520,Social Enterprise,3
PRJ1327,Centralized next generation forecast,Southern Africa,Infrastructure,35188,Social Enterprise,2
PRJ1328,Reverse-engineered background circuit,East Africa,Agriculture,23500,Social Enterprise,3
PRJ1329,Centralized systemic Local Area Network,North Africa,Entrepreneurship,43770,NGO,3
PRJ1330,Business-focused local functionalities,North Africa,Health,51714,Social Enterprise,3
PRJ1331,Object-based fresh-thinking Internet solution,North Africa,Education,39073,Social Enterprise,2
PRJ1332,Managed stable capability,East Africa,Health,48695,CBO,0
PRJ1333,Open-architected dynamic portal,North Africa,Entrepreneurship,75033,NGO,2
